,Title,IMDB id,Year,Rating,Genre,Top_cast
684,Running Shaadi,tt6296236,2017,6.4,"Comedy, Romance","['Amit SadhRam Bharose', 'Taapsee PannuNimmi', 'Richa MeenaNeha Sinha']"
685,Taarzan: The Wonder Car,tt0435437,2004,4.7,"Action, Adventure, Drama","['Ajay DevgnDeven Chaudhary', 'Vatsal ShethRaj Chaudhary', 'Ayesha TakiaPriya Rakesh Kapoor']"
686,Namaste England,tt7607940,2018,2.1,"Comedy, Drama, Romance","['Parineeti ChopraJasmeet Kaur', 'Arjun KapoorParam', 'Manoj AnandBoat Immigrant']"
687,"One, Two, Three",tt0055256,1961,7.9,Comedy,"['James CagneyC.R. MacNamara', 'Horst BuchholzOtto Ludwig Piffl', 'Pamela TiffinScarlett Hazeltine']"
688,Fida,tt0422236,2004,5.4,"Action, Crime, Drama","['Kareena KapoorNeha Verma', 'Fardeen KhanVikram Singh', 'Shahid KapoorJai Malhotra']"
689,Raja Babu,tt0110942,1994,6.3,"Action, Comedy, Drama","['GovindaRaja Singh', 'Karisma KapoorMadhubala(as Karishma Kapoor)', 'Shakti Kapoor']"
690,Rann,tt1451797,2010,6.9,"Drama, Mystery, Thriller","['Amitabh BachchanVijay Harshvardhan Malik', 'Riteish DeshmukhPurab Shastri(as Ritesh Deshmukh)', 'Gul PanagNandita Sharma']"
691,The Stoneman Murders,tt1183946,2009,7.3,"Crime, Drama, Mystery","['Kay Kay MenonS.I. Sanjay Shellar', 'Arbaaz KhanS.I. Kedar', 'Rukhsar RehmanManali S. Shellar(as Rukhsar)']"
692,Luck,tt7214954,2022,6.4,"Animation, Adventure, Comedy","['Eva NoblezadaSam', 'Simon PeggBob', 'Jane FondaDragon']"
693,Bewafaa,tt0363472,2005,4.1,"Drama, Romance","['Anil KapoorAditya Sahai', 'Akshay KumarRaja', 'Kareena KapoorAnjali Sahai']"
694,Murder 3,tt2429640,2013,5.0,"Drama, Mystery, Thriller","['Randeep HoodaVikram', 'Aditi Rao HydariRoshni', 'Sara Loren']"
695,Kalyug,tt0499041,2005,6.5,"Action, Crime, Drama","['Kunal KemmuKunal P. Darr', ""Deepal ShawAnita 'Annie'"", 'Smiley SuriRenuka(as Smilie)']"
696,Hero No. 1,tt0119285,1997,6.3,"Comedy, Drama, Musical","[""GovindaRajesh Malhotra 'Raju'"", 'Karisma KapoorMeena Nath', 'Kader KhanDhanraj Malhotra']"
697,Bank Chor,tt3611266,2017,6.0,"Action, Comedy, Crime","['Riteish DeshmukhChampak Chandrakant Chiplunkar', 'Vivek OberoiAmjad Khan', 'Rhea ChakrabortyGayatri Ganguly']"
698,When One Falls in Love,tt0182251,1998,5.9,"Comedy, Drama, Romance","['Salman KhanSuraj Dhanrajgir', 'Twinkle KhannaKomal Sinha', 'Johny LeverMahesh(as Johnny Lever)']"
699,Laaga Chunari Mein Daag: Journey of a Woman,tt0985636,2007,5.4,"Drama, Family, Romance","['Rani MukerjiVibhavari Sahay', 'Jaya BachchanSavitri', 'Konkona Sen SharmaShubhavari Sahay']"
700,Goal II: Living the Dream,tt0473360,2007,5.8,"Drama, Sport","['Kuno BeckerSantiago ', 'Alessandro NivolaGavin Harris', 'Anna FrielRoz Harmison']"
701,Love Story 2050,tt0490170,2008,2.6,"Action, Adventure, Drama","['Harman BawejaKaran ', 'Priyanka Chopra JonasSana Bedi(as Priyanka Chopra)¦', ""Boman IraniProfessor Yatin 'Uncle Ya' Khanna""]"
702,Deewana Mastana,tt0118957,1997,6.6,"Comedy, Romance","['Anil KapoorRaj Kumar ', 'GovindaBunnu', 'Juhi ChawlaDr. Neha Sharma']"
703,Coolie No. 1,tt10280276,2020,4.2,"Action, Comedy, Romance","['Varun DhawanRaju', 'Sara Ali KhanSarah Rozario', 'Paresh RawalJeffrey Rozario']"
704,Breakaway,tt9805504,2019,4.6,"Adventure, Drama, Horror","['Irina AntonenkoKatya', 'Andrey NazimovKirill', 'Denis KosyakovDenis']"
705,Kuch Naa Kaho,tt0369637,2003,5.4,"Comedy, Drama, Romance","['Aishwarya Rai BachchanNamrata Shrivastav(as Aishwarya Rai)', 'Abhishek BachchanRaj', ""Satish ShahRakesh (Raj's Uncle)""]"
706,Andaaz,tt0346507,2003,5.2,"Drama, Musical, Romance","['Akshay KumarRaj Malhotra', 'Lara DuttaKajal Singhania(as Lara Dutta)', 'Priyanka Chopra JonasJiya Singhania(as Priyanka Chopra)']"
707,Aap Mujhe Achche Lagne Lage,tt0247911,2002,3.1,"Action, Drama, Romance","Hrithik Roshan, Ameesha Patel, Kiran Kumar  "
708,Thoda Pyaar Thoda Magic,tt1191138,2008,5.0,"Comedy, Drama, Family","['Saif Ali KhanRanbeer Talwar', 'Rani MukerjiGeeta', 'Rishi KapoorGod']"
709,Guddu,tt0172519,1995,4.1,"Drama, Romance","['Deepti NavalKavita Bahadur', 'Mukesh KhannaVikram Prem Bahadur', 'Manisha KoiralaSalina Gupta']"
710,Honeymoon Travels Pvt. Ltd.,tt0808306,2007,6.1,"Comedy, Drama, Romance","['Abhay DeolAspi', 'Minissha LambaZara', 'Boman IraniOscar']"
711,Namak Halaal,tt0084385,1982,7.2,"Action, Comedy, Drama","['Waheeda RehmanSavitridevi', 'Shashi KapoorRaja', 'Amitabh BachchanArjun Singh']"
712,Dulhe Raja,tt0210659,1998,6.7,Comedy,"['GovindaRaja', 'Raveena TandonKiran Singhania', 'Kader KhanK.K. Singhania']"
713,Pukar,tt0218533,2000,6.7,"Action, Drama, Romance","['Anil KapoorMajor Jaidev Rajvansh', 'Madhuri DixitAnjali', 'Namrata ShirodkarPooja Mallapa']"
714,Chashme Buddoor,tt0082162,1981,7.9,"Comedy, Family, Romance","['Farooq ShaikhSiddharth Parashar', 'Deepti NavalNeha Rajan', 'Saeed JaffreyLalan Miyan']"
715,Halla Bol,tt0892874,2008,6.0,"Crime, Drama","['Ajay DevgnAshfaque Khanâ€¦', 'Vidya BalanSneha', 'Pankaj KapurSiddhu']"
716,Singh Saab the Great,tt2437954,2013,5.6,"Action, Drama","['Sunny DeolSaranjeet Talwar (Sunny)â€¦', 'Urvashi RautelaMinnie', 'Prakash RajBhoodev Singh']"
717,Hero,tt0299977,2002,7.9,"Action, Adventure, Drama","['Jet LiNameless', 'Tony Leung Chiu-waiBroken Sword(as Tony Leung Chiu-Wai)', 'Maggie CheungFlying Snow(as Maggie Cheung Man-Yuk)']"
718,Bumboo,tt2265191,2012,4.3,Comedy,"['Kavin DaveSuresh Sudhakarâ€¦', 'Sharat SaxenaMangal Singh', 'Sanjay MishraGomes']"
719,3 Deewarein,tt0338490,2003,7.8,"Crime, Drama","['Naseeruddin ShahIshaan Mirza', 'Jackie ShroffJaggu (Jagdish Prasad)', 'Juhi ChawlaChandrika']"
720,MP3: Mera Pehla Pehla Pyaar,tt0860454,2007,7.0,"Comedy, Drama, Musical","['Menekka AroraRenu S. Sood', 'Sarthak BhasinJaved Sheikh', ""Sagar ChawlaShantanu 'Shantu'""]"
721,English Babu Desi Mem,tt0136153,1996,4.6,"Comedy, Drama, Musical","['Shah Rukh KhanVikramâ€¦', 'Sonali BendreBijuriya', 'RajeshwariKatariya']"
722,Great Grand Masti,tt4675030,2016,3.7,"Comedy, Drama, Fantasy","['Urvashi RautelaRagini', 'Riteish DeshmukhAmar Saxena', 'Vivek OberoiMeet Mehta']"
723,Tezz,tt1706317,2012,4.1,"Action, Crime, Drama","['Anil KapoorArjun Khanna', 'Ajay DevgnAakaash Rana', 'MohanlalShivan(as V. Mohanlal)']"
724,Yeh Hai Jalwa,tt0328671,2002,4.8,"Comedy, Drama, Romance","['Rishi KapoorRajesh Purushottam Mittal', ""Salman KhanRaj 'Raju' Saxenaâ€¦"", 'Ameesha PatelSonia Singh(as Amisha Patel)']"
725,Laawaris,tt0082644,1981,7.0,"Drama, Action, Musical","['Amitabh BachchanHeera', 'Zeenat AmanMohini', 'Rakhee GulzarVidya']"
726,Baazi,tt13051364,2021,4.2,"Action, Drama, Thriller","['JeetVikram', 'Mimi ChakrabortyKyra', 'Danielle AdkinsNurse']"
727,Ram Lakhan,tt0098168,1989,6.7,"Action, Comedy, Drama","['Rakhee GulzarSharda', 'Jackie ShroffInspector Ram Pratap Singh', 'Anil KapoorInspector Lakhan Pratap Singh']"
728,Indian,tt0116630,1996,8.1,"Action,Drama, Thriller","Kamal Haasan, Sukanya, Manisha koirala"
729,Jodi No.1,tt3425064,2003,6.0,Romance,"['Uday KiranGowtam', 'VenyaAnju', 'Pratani Rama Krishna Goud']"
730,Kaalakaandi,tt6102396,2018,6.2,"Comedy, Thriller","['Saif Ali KhanVineet', 'Asif BasraRaza Arif', 'Neil BhoopalamUstad']"
731,Qayamat: City Under Threat,tt0364621,2003,4.8,"Action, Drama, Romance","['Ajay DevgnRachit', 'Suniel ShettyAkram Sheikh (CBI officer)(as Sunil Shetty)', 'Sanjay KapoorAbbas Ramani']"
732,Gulaab Gang,tt2573750,2014,6.0,"Action, Drama","['Madhuri DixitRajjo', 'Juhi ChawlaSumitra Devi', 'Divya JagdaleMahie']"
733,Judaai,tt0119427,1997,6.1,"Comedy, Drama, Romance","['Anil KapoorRaj Verma', 'SrideviKaajal Verma(as Sreedevi)', 'Urmila MatondkarJhanhvi Sahni']"
734,No Problem,tt1431122,2010,4.5,"Action, Comedy, Crime","['Anil KapoorSenior Inspector Arjun Singh', 'Sanjay DuttYash Ambani', 'Akshaye KhannaRaj Ambani']"
735,Mere Yaar Ki Shaadi Hai,tt0322653,2002,5.5,"Comedy, Drama, Romance","['Uday ChopraSanjay', 'Jimmy ShergillRohit', 'Bipasha BasuRia']"
736,Maya,tt17050802,2023,7.1,Thriller,"['Patricia Velasquez', 'Rumer WillisKayla', 'Rena OwenSandy']"
737,The Japanese Wife,tt1439456,2004,5.2,Comedy,"['Reiko YamaguchiSakuraâ€¦', 'Naohiro HirakawaTakashiâ€¦', 'Kaoru AkitsuYayoiâ€¦']"
738,Viruddh... Family Comes First,tt0420304,2005,7.1,"Drama, Family","['Amitabh BachchanVidhyadar Ramkrishna Patwardhan', 'Sharmila TagoreSumitra', 'John AbrahamAmar V. Patwardhan']"
739,Jism,tt0348843,2003,5.3,"Drama, Romance, Thriller","['Bipasha BasuSonia Khanna', 'John AbrahamKabir Lal', 'Gulshan GroverRohit Khanna']"
740,Bobby Jasoos,tt3359290,2014,5.5,"Comedy, Drama, Thriller","['Vidya BalanBobby', 'Ali FazalTasawur', 'Mahima AAmna Audition 3']"
741,Jeet,tt0116690,1996,5.8,"Action, Romance","['Sunny DeolKaran', 'Karisma KapoorKajal S. Sharma(as Karishma Kapoor)', ""Salman KhanRajnath 'Raju' Sahay""]"
742,Kaala Patthar,tt0079386,1979,7.6,"Action, Drama, History","['Amitabh BachchanVijay Pal Singh', 'Shashi KapoorRavi Malhotra, Engineer', 'Shatrughan SinhaMangal Singh']"
743,Major Saab,tt0172761,1998,5.3,"Action, Drama, Romance","['Amitabh BachchanMajor Jasbir Singh Rana', 'Ajay DevgnVirendra Pratap Singh', 'Sonali BendreNisha']"
744,International Khiladi,tt0196635,1999,4.8,"Action, Crime, Drama","[""Akshay KumarRahul 'Devraj'"", 'Twinkle KhannaPayal', 'Rajat BediAmit']"
745,Hate Story 2,tt3619772,2014,4.4,"Drama, Thriller","['Jay BhanushaliAkshay', 'Surveen ChawlaSonika', 'Sushant SinghMandar Mhatre']"
746,Saand Ki Aankh,tt8108206,2019,7.6,"Biography, Drama","['Taapsee PannuPrakashi Tomar', 'Bhumi PednekarChandro Tomar', 'Prakash JhaSarpanch Ratan Singh Tomar']"
747,The Hero: Love Story of a Spy,tt0347167,2003,5.5,"Action, Adventure, Drama","['Sunny DeolMajor Arun ', 'Preity G ZintaReshma, 'Priyanka Chopra JonasShaheen Zakaria(as Priyanka Chopra)']"
748,Heroes,tt0813715,2006,7.5,"Drama, Fantasy, Sci-Fi","['Jack ColemanNoah Bennet', 'Hayden Panettiere', 'Milo VentimigliaPeter']"
749,Vaah! Life Ho Toh Aisi!,tt0475645,2005,4.7,"Comedy, Drama, Family","['Shahid KapoorAditya ""Adi Chachu""', 'Amrita RaoPriya', 'Sanjay DuttYamaraj M.A.']"
750,Why Cheat India,tt8108208,2019,6.1,"Comedy, Crime, Drama","['Emraan HashmiRakesh Kumar Singh', 'Shreya DhanwantharyNupur Dubey', ""Snighdadeep ChatterjiSatyendera Dubey 'Sattu'""]"
751,Haunted Mansion,tt1695843,2023,6.0,"Comedy, Drama, Family","['LaKeith StanfieldBen Matthias', 'Rosario DawsonGabbie', 'Owen WilsonFather Kent']"
752,Karz,tt0214841,1980,7.4,"Action, Musical, Romance","['Rishi KapoorMonty', 'Tina AmbaniTina(as Tina Munim)', 'Simi GarewalKamini Verma']"
753,Lafangey Parindey,tt1606267,2010,5.3,"Action, Drama, Music","[""Neil Nitin MukeshNandan 'Nandu' Kamtekar"", 'Deepika PadukonePinky Palkar', 'Viraj Adhav']"
754,Buddha in a Traffic Jam,tt1890363,2016,7.2,"Crime, Thriller","['Anupam KherProfessor Ranjan Batki', 'Anchal DwivediPooja(as Aanchal Dwivedi)', 'Mahie GillCharu Siddu']"
755,Sehar,tt0477857,2005,7.7,"Action, Crime, Drama","['Arshad WarsiSSP Ajay Kumar', 'Pankaj KapurProf. Bhole Shankar Tiwari', 'Mahima ChaudhryAnamika Kant']"
756,Bhopal: A Prayer for Rain,tt0839742,2014,7.1,Drama,"['Mischa BartonEva Gascon', 'Martin SheenWarren Anderson', 'Kal PennMotwani']"
757,Knock Out,tt1777585,2011,3.8,Comedy,"['Joslyn JamesCindy', 'Cassandra CruzGrundy(as Vanessa Brink)', 'Trish CookJudge']"
758,Matrubhoomi: A Nation Without Women,tt0379375,2003,7.6,Drama,"['Tulip JoshiKalki', 'Sudhir PandeyRamcharan', 'Sushant SinghSooraj']"
759,Section 375,tt8144834,2019,8.1,"Crime, Drama, Mystery","['Akshaye KhannaTarun Saluja', 'Richa ChadhaHiral Gandhi', 'Rahul BhatRohan Khurana']"
760,Jhankaar Beats,tt0347278,2003,7.1,"Comedy, Music, Romance","['Sanjay SuriDeep', 'Rahul BoseRishi', 'Juhi ChawlaShanti']"
761,Krazzy 4,tt1182908,2008,4.2,"Comedy, Crime, Drama","['Juhi ChawlaDr. Sonali R. Sanyal', 'Irrfan KhanDr. Mukherjee', 'Arshad WarsiRaja']"
762,Corporate,tt5648202,2018,7.8,Comedy,"['Matt Ingebretson', 'Jake WeismanJake', 'Adam Lustick']"
763,Rok Sako To Rok Lo,tt0423087,2004,4.5,"Drama, Romance, Sport","[""Sunny DeolKabir 'Phantom' Mukherjee"", 'Yash PanditDev', 'Manjari FadnnisSuhana(as Manjari Phadnis)']"
764,Dharam Sankat Mein,tt4354740,2015,6.3,Comedy,"['Naseeruddin ShahNeelanand Baba', 'Paresh RawalDharampal', 'Annu KapoorNawab Mehmood Nazeem Ali Shah Khan Bahadur']"
765,Mitron,tt8852558,2018,6.9,Comedy,"['Jackky BhagnaniJai', 'Kritika KamraAvni Gandhi', 'Prateik Patil BabbarVikram']"
766,Chameli,tt0383975,2003,6.8,Drama,"['Kareena KapoorChameli', 'Rahul BoseAman', 'Rinke KhannaNeha']"
767,Paper Flowers,tt0052954,1959,7.8,"Drama, Romance","['Waheeda RehmanShanti', 'Guru DuttSuresh Sinha', 'Kumari NaazPramila Sinha(as Baby Naaz)']"
768,Zamaana Deewana,tt0115042,1995,4.7,"Action, Comedy, Drama","['JeetendraMadanlal Malhotra', 'Shatrughan SinhaSuraj Pratap Singh', 'Shah Rukh KhanRahul Malhotra']"
769,Firaaq,tt1263679,2008,7.3,"Drama, History, Thriller","['InaamulhaqMunna', 'NassarGrave digger(as Nasser)', 'Shahana GoswamiMuneera']"
770,Maachis,tt0116950,1996,7.7,"Action, Crime, Drama","['Om PuriSanatan', ""TabuVeerandra 'Veeran'"", ""Chandrachur SinghKripal Singh 'Pali'""]"
771,"Main, Meri Patni... Aur Woh!",tt0485513,2005,7.2,"Comedy, Drama, Romance","['Rajpal Naurang YadavMithilesh(as Rajpal Yadav)', 'Rituparna SenguptaVeena', 'Naseeruddin ShahVoice Over(voice)']"
772,Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","['Simon PeggNandor Fodor', 'Minnie DriverAnne', 'Christopher LloydDr. Harry Price']"
774,Kya Kehna,tt0250483,2000,5.8,"Drama, Romance","['Preity G ZintaPriya Baxi(as Preity Zinta)', 'Saif Ali KhanRahul Modi', 'Chandrachur SinghAjay']"
775,The Bunny Game,tt1522846,2011,3.3,Horror,"['Rodleen GetsicBunny', 'Jeff F. RenfroHog(as Jeff Renfro)', 'Drettie PageMartyr']"
776,Chef,tt2883512,2014,7.3,"Adventure, Comedy, Drama","['Jon FavreauCarl Casper', 'Robert Downey Jr.Marvin', 'Scarlett JohanssonMolly']"
777,Charlie and the Chocolate Factory,tt0367594,2005,6.7,"Adventure, Comedy, Family","['Johnny DeppWilly Wonka', 'Freddie HighmoreCharlie Bucket', 'David KellyGrandpa Joe']"
778,Khichdi: The Movie,tt1738293,2010,7.3,"Comedy, Family","[""Anang DesaiTulsidas 'Babuji' Parekh"", 'Supriya PathakHansa P. Parekh', 'Rajeev MehtaPraful T. Parekh']"
779,Hello,tt0064418,1969,7.0,"Adventure, Comedy, Musical","Barbra Streisand, Walter Matthau, Micheal Crawford"
780,Rock on 2,tt2137241,2016,4.9,"Drama, Music","['Farhan AkhtarAditya Shroff', 'Shraddha KapoorJiah Sharma', 'Arjun RampalJoseph Mascarenhas']"
781,Marigold,tt0329354,2007,4.8,"Comedy, Music, Romance","['Salman KhanPrem Rajput', 'Ali LarterMarigold Lexton', 'Nandana SenJaanvi']"
782,Procession of Memories,tt0070935,1973,7.3,"Action, Drama, Musical","['DharmendraShankar', 'Zeenat AmanSunita', 'Vijay AroraVijay']"
783,Kya Dilli Kya Lahore,tt2063745,2014,7.3,"Drama, History, War","['Vijay RaazRehmat Ali', 'Manu Rishi ChadhaSamarth Pratap(as Manu Rishi)', 'Raj ZutshiBarfi Singh(as Rajendranath Zutshi)']"
784,Umrao Jaan,tt0083248,1981,7.7,"Drama, Musical, Romance","['RekhaAmiran', 'Farooq ShaikhNawab Sultan(as Farouque Shaikh)', 'Naseeruddin ShahGohar Mirza']"
785,Prince of Persia: The Sands of Time,tt0473075,2010,6.6,"Action, Adventure, Fantasy","['Jake GyllenhaalDastan', 'Gemma ArtertonTamina', 'Ben KingsleyNizam']"
786,Prahaar: The Final Attack,tt0102701,1991,8.0,"Drama, Thriller, Action","['Nana PatekarMajor Chauhan', 'Dimple KapadiaKiran', ""Gautam JoglekarPeter D'Souza""]"
787,Aalavandhan,tt0294264,2001,7.2,"Action, Crime, Thriller","['Kamal HaasanNandhakumarâ€¦', 'Raveena TandonTejaswini', 'Manisha KoiralaSharmilee']"
788,Shakti,tt0084667,1982,7.6,"Action, Crime, Drama","['Dilip KumarDCP Ashwini Kumar', 'Amitabh BachchanVijay A. Kumar', 'Rakhee GulzarSheetal Ashwini Kumar']"
789,Youngistaan,tt3514330,2014,5.2,"Drama, Romance","['Jackky BhagnaniAbhimanyu Kaul(as Jacky Bhagnani)', 'Neha SharmaAnwita Chauhan', 'Farooq Shaikh']"
790,Madea's Family Reunion,tt0455612,2006,5.3,"Comedy, Drama, Romance","['Tyler PerryMadeaâ€¦', 'Blair UnderwoodCarlos Armstrong', 'Lynn WhitfieldVictoria']"
791,Kabhi Kabhie,tt0248126,2001,7.4,"Drama, Musical, Romance","['Shah Rukh KhanRahul Raichand', 'KajolAnjali Sharma', 'Amitabh BachchanYashvardhan Raichand']"
792,Refugee,tt0250690,2000,5.2,"Drama, Musical, Romance","['Jackie Shroff', 'Suniel ShettyRanger Mohammad Ashraf', 'Abhishek Bachchan']"
793,Jhootha Hi Sahi,tt1322257,2010,6.2,"Comedy, Drama, Romance","['John AbrahamSiddharth Aryaâ€¦', 'Paakhi A. TyrewalaMishka(as Pakhi Tyrewala)', 'Raghu RamOmar']"
794,Bichhoo,tt0252277,2000,5.0,"Action, Crime, Drama","['Bobby DeolJeeva', 'Rani MukerjiKiran Bali(as Rani Mukherji)', 'Ashish VidyarthiDevraj Khatri']"
795,Kahin Pyaar Na Ho Jaaye,tt0268401,2000,4.4,"Comedy, Drama, Musical","['Kashmira ShahNeelu', 'Salman KhanPrem Kapoor', 'Jackie ShroffTiger']"
796,Zeher,tt0451983,2005,5.6,"Crime, Drama, Mystery","['Emraan HashmiSiddharth Mehra(as Emran Hashmi)', 'Shamita ShettySonia Mehra', 'Udita GoswamiAnna Verghese']"
797,Mere Baap Pehle Aap,tt1170404,2008,5.5,"Comedy, Drama, Romance","['Akshaye KhannaGaurav J. Rane', 'Paresh RawalJanardhan Vishamber Rane', ""Genelia DeshmukhSheekha N. Kapoor""]"
798,Om Jai Jagadish,tt0327071,2002,5.5,"Drama, Musical, Romance","['Waheeda RehmanSaraswati Batra', 'Anil KapoorOm Batra', 'Fardeen KhanJai Batra']"
799,Nobody's Fool,tt8097306,2018,5.0,"Comedy, Drama, Romance","['Tiffany HaddishTanya', 'Tika SumpterDanica', 'Omari HardwickFrank']"
800,Tezaab,tt0096252,1988,6.9,"Action, Crime, Drama","['Anil KapoorMahesh Deshmukh', 'Madhuri DixitMohini', ""Anupam KherShyamlal""]"
801,Darna Zaroori Hai,tt0476649,2006,5.4,Horror,"['Amitabh BachchanProfessor', 'Riteish DeshmukhStudent(as Ritesh Deshmukh)', 'Arjun RampalMan asking for phone call']"
802,Rang Rasiya,tt1239276,2008,7.0,"Biography, Drama, Romance","['Randeep HoodaRaja Ravi Verma', 'Nandana SenSugandha', 'Paresh RawalGovardhandas']"
803,Cash,tt0098439,1989,6.4,"Action, Comedy, Crime","['Sylvester StalloneTango', 'Kurt RussellCash', 'Teri HatcherKiki']"
804,Apna Sapna Money Money,tt0098439,1989,6.4,"Action, Comedy, Crime","['Sylvester StalloneTango', 'Kurt RussellCash', 'Teri HatcherKiki']"
805,Kyo Kii... Main Jhuth Nahin Bolta,tt0297241,2001,5.4,"Action, Comedy, Drama","['GovindaRaj Malhotra', 'Sushmita SenSonam', 'RambhaTara']"
806,Sarkar 3,tt5742874,2017,4.9,"Action, Crime, Drama","Amitabh Bachchan, Yami Gautam, Manoj Bajpayee"
807,Crook: It's Good to Be Bad,tt1753640,2010,5.1,"Action, Crime, Drama","['Emraan HashmiJai Dixitâ€¦', 'Neha SharmaSuhani', 'Arjan BajwaSamarth']"
808,Raju Chacha,tt0271748,2000,5.1,"Action, Comedy, Drama","['KajolAnna', 'Ajay DevgnShekharâ€¦', 'Rishi KapoorSiddhant Rai']"
809,Ek Aur Ek Gyarah: By Hook or by Crook,tt0354538,2003,5.3,"Action, Comedy, Crime","['Sanjay DuttSitara', 'GovindaTara', 'Amrita AroraPriti']"
810,Deshdrohi,tt14845934,2005,1.9,Drama,"['Nirmal AulakhInspector Shera', 'Sonali OberoiRuby', 'Dalbir SinghKaram Chand Deshdrohi']"
811,The Blue Umbrella,tt2616880,2013,7.5,"Animation, Short, Drama",['Sarah JaffeVocal performance by']
812,Dil Maange More!!!,tt0328729,2004,5.2,"Musical, Romance","['Shahid KapoorNikhil Mathur', 'Ayesha TakiaShagun', 'Tulip JoshiSara']"
813,Khuda Gawah,tt0104607,1992,6.5,"Action, Adventure, Drama","['Amitabh BachchanBaadshah Khan', 'SrideviBenazirâ€¦', 'Nagarjuna AkkineniInsp. Raja Mirza(as Nagarjuna)']"
814,The Sky Is Pink,tt8902990,2019,7.6,"Drama, Romance","['Priyanka Chopra JonasAditi Chaudhary', 'Farhan AkhtarNiren Chaudhary', 'Zaira WasimAisha Chaudhary']"
815,Krantiveer,tt0110280,1994,7.4,"Action, Crime, Drama","['Nana PatekarPratap Narayan Tilak', 'Dimple KapadiaMegha Dixit', 'Atul AgnihotriAtul Dhayal(as Atul Agnihotree)']"
816,Aval,tt27470474,2023,7.5,"Crime, Thriller","Lakshmi Gopalasamy, Kalidas Jayaram, Rebaca Monica, John"
817,Hamara Dil Aapke Paas Hai,tt0255212,2000,5.5,"Action, Drama, Romance","['Anil KapoorAvinash', 'Aishwarya Rai BachchanPreeti Vyas(as Aishwarya Rai)', 'Sonali BendreKhushi Malhotra']"
818,Shagird,tt1828289,2011,7.0,"Action, Crime, Drama","['Nana PatekarSr. Inspector Hanumant Singh', 'Mohit AhlawatS.I. Mohit Kumar', 'Rimi SenVarsha Mathur(as Rimi)']"
819,Karma,tt3267090,2013,7.2,"Short, Comedy","['Jennifer BestKarma', 'Erik BeachamSonny Johnson', 'Carmen DahlmanCatalina Cardinal']"
820,Missing,tt10855768,2023,7.1,"Drama, Mystery, Thriller","['Tim GriffinJames', 'Ava Zaria LeeYoung June(as Ava Lee)', 'Nia LongGrace']"
821,Shahenshah,tt0093949,1988,6.3,"Action, Adventure","['Amitabh BachchanInspector Vijay Kumar Srivastavaâ€¦', 'Meenakshi SheshadriShalu', 'Aruna IraniJulie']"
822,Laila Majnu,tt8011276,2018,7.7,"Drama, Romance","['Avinash TiwaryQais Bhatâ€¦', 'Triptii DimriLaila(as Tripti Dimri)', 'Sumit KaulIbbanâ€¦']"
823,Aankhen,tt0306434,2002,7.4,"Crime, Drama, Thriller","['Amitabh BachchanVijay Singh Rajput', 'Akshay KumarVishwas Prajapati', 'Sushmita SenNeha Srivastav']"
824,Dushman,tt0189492,1998,6.8,"Action, Crime, Drama","['KajolSoniaâ€¦', 'Sanjay DuttMajor Suraj Singh Rathod', 'Ashutosh RanaGokul Pandit']"
825,Beyond the Clouds,tt0114086,1995,6.4,"Drama, Romance","['Fanny ArdantPatricia', 'Chiara CaselliMistress', 'IrÃ¨ne JacobThe Girl']"
826,Kyun! Ho Gaya Na...,tt0349703,2004,4.3,"Comedy, Drama, Romance","['Amitabh BachchanRaj Chauhan (Uncle)', 'Vivek OberoiArjun Khanna', 'Aishwarya Rai BachchanDiya Malhotra(as Aishwarya Rai)']"
827,Style,tt2568862,2017,6.6,"Comedy, Crime","['Michael CaineJoe Harding', 'Alan ArkinAlbert Garner', 'Ann-MargretAnnie Santori']"
828,Milenge Milenge,tt0443331,2010,4.0,"Drama, Romance","['Kareena KapoorPriya Malhotra', ""Shahid KapoorAmit 'Immy' T. Kapoor"", 'Aarti ChhabriaSofiya Rajeev Arora']"
829,Well Done Abba!,tt1397492,2009,7.2,Comedy,"['Boman IraniArmaan Aliâ€¦', 'Minissha LambaMuskan Ali', 'Sammir DattaniArif Ali']"
830,Tridev,tt0100816,1989,6.5,"Action, Crime, Drama","['Sunny DeolKaran Saxena', 'Naseeruddin ShahJai Singh', 'Jackie ShroffRavi Mathur']"
831,Musafir,tt0430381,2004,5.6,"Action, Crime, Drama","['Anil KapoorLucky', 'Sameera ReddySam', 'Aditya PancholiInspector Tiger']"
832,Jalebi,tt8426854,2018,6.1,"Drama, Romance","['Rhea ChakrabortyMiss Aisha Pradhan', 'Varun MitraDev Mathur', 'Digangana SuryavanshiAnu D Mathur']"
833,Khiladi 420,tt0255305,2000,5.2,"Action, Romance, Thriller","['Akshay Kumar', 'Mahima ChaudhryRitu Bhardwaj', ""Antara MaliMonica D'Souza""]"
834,Soni,tt18259086,2018,7.1,"Crime, Drama","Geetika Vidya Ohlyan, Saloni Batra, Vikas Shukula"
835,Phir Milenge,tt0422950,2004,6.2,Drama,"['Salman Khan', 'Abhishek Bachchan', 'Shilpa Shetty KundraTamanna Sahni']"
836,1920: Evil Returns,tt2222550,2012,4.9,"Drama, Horror, Romance","['Aftab ShivdasaniJaidev Verma', 'Tia Bajpai', 'Sharad KelkarAmar']"
