,Title,IMDB id,Year,Rating,Genre,Top_cast
0,3 Idiots,tt1187043,2009,8.4,"Comedy, Drama","Aamir Khan, Madhavan, Sharman Joshi"
1,Like Stars on Earth,tt0986264,2007,8.3,"Drama, Family","Darsheel Safary, Aamir Khan, Tanay Chheda"
2,PK,tt2338151,2014,8.1,"Comedy, Drama, Sci-Fi"," Aamir Khan, Anushka Sharma, Saurabh Shukla"
3,Dangal,tt5074352,2016,8.3," Action, Biography, Drama, Sport","Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra"
4,Rang De Basanti,tt0405508,2006,8.1,"Comedy, Crime, Drama","Aamir Khan, Siddharth, Sharman Joshi"
5,Lagaan: Once Upon a Time in India,tt0169102,2001,8.1,"Drama, Musical, Sport","Aamir Khan, Gracy Singh, Rachel Shelley"
6,My Name Is Khan,tt1188996,2010,7.9,"Adventure, Drama, Romance"," Shah Rukh Khan, Kajol, Katie Amanda Keane "
7,Swades,tt0367110,2004,8.2,"Drama, Musical","Shah Rukh Khan, Gayatri Joshi, Kishori Ballal"
8,Gangs of Wasseypur,tt1954470,2012,8.2,"Action, Comedy, Crime, Drama, Thriller","Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu"
9,Gangs of Wasseypur,tt1954470,2012,8.2,"Action, Comedy, Crime, Drama, Thriller","Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu"
10,Barfi!,tt2082197,2012,8.1,"Comedy, Drama, Romance","Ranbir Kapoor, Priyanka Chopra Jonas, Ileana"
11,Chak De! India,tt0871510,2007,8.1,"Drama, Family, Sport","Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge"
12,Munna Bhai M.B.B.S.,tt0374887,2003,8.1,"Comedy, Drama","Sanjay Dutt, Arshad Warsi, Gracy Singh"
13,Bajrangi Bhaijaan,tt3863552,2015,8.1,"Action, Adventure, Comedy, Drama","Salman Khan, Harshaali Malhotra, Nawazuddin"
14,Dil Chahta Hai,tt0292490,2001,8.1,"Comedy, Drama, Romance"," Aamir Khan, Saif Ali Khan, Akshaye Khanna"
15,Zindagi Na Milegi Dobara,tt1562872,2011,8.2,"Comedy, Drama, Musical, Romance","Hrithik Roshan, Farhan Akhtar, Abhay Deol"
16,Dilwale Dulhania Le Jayenge,tt2714436,1995,8.0,"Drama, Romance"," Shah Rukh Khan, Kajol, Amrish Puri"
17,Kal Ho Naa Ho,tt0347304,2003,7.9,"Comedy, Drama, Musical, Romance","Shah Rukh Khan, Preity G Zinta, Saif Ali Khan"
18,Drishyam,tt4430212,2015,8.2,"Crime, Drama, Mystery, Thriller","Ajay Devgn, Shriya Saran, Tabu"
19,Gunday,tt2574698,2014,2.7,"Action, Drama, Musical, Romance","Ranveer Singh, Arjun Kapoor, Priyanka Chopra "
20,Queen & Country,tt2392810,2014,6.2," Biography, Comedy, Drama, History","Callum Turner, Caleb Landry Jones, Pat Shortt"
21,Children of Heaven,tt0118849,1997,8.2," Drama, Family, Sport","Mohammad Amir Naji, Amir Farrokh Hashemian"
22,Bhaag Milkha Bhaag,tt2356180,2013,8.2,"Biography, Drama, Sport","Farhan Akhtar, Kousi Orfahli, Deepak Singh Rawat"
23,Rocky Aur Rani Kii Prem Kahaani,tt14993250,2023,6.5,"Comedy, Drama, Family, Romance","Ranveer Singh, Alia Bhatt, Dharmendra  "
24,Ghajini,tt1166100,2008,7.3,"Action, Drama, Mystery, Romance, Thriller "," Aamir Khan, Asin Thottumkal, Jiah Khan  "
25,Andhadhun,tt8108198,2018,8.2,"Crime, Mystery, Thriller"," Tabu, Ayushmann Khurrana, Radhika Apte  "
26,Hera Pheri,tt0242519,2000,8.2,"Action, Comedy, Crime, Drama "," Akshay Kumar, Suniel Shetty, Paresh Rawal  "
27,Airlift,tt4387040,2016,7.9,"Action, Drama, History"," Akshay Kumar, Nimrat Kaur, Kumud Mishra  "
28,Baby,tt3890160,2017,7.5,"Action, Crime, Drama, Music"," Ansel Elgort, Jon Bernthal, Jon Hamm"
29,Jab Tak Hai Jaan,tt2176013,2012,6.7,"Drama, Romance","Shah Rukh Khan, Anupam Kher, Katrina Kaif  "
30,Sholay,tt0073707,1975,8.1,"Action, Adventure, Comedy, Drama, Musical, Thriller","Sanjeev Kumar, Dharmendra, Amitabh Bachchan  "
31,Don 2,tt1285241,2011,7.1,"Action, Crime, Thriller","Shah Rukh Khan, Priyanka Chopra Jonas, Boman I...  "
32,Haider,tt3390572,2014,8.0," Action, Crime, Drama, Thriller"," Tabu, Shahid Kapoor, Shraddha Kapoor  "
33,Special 26,tt2377938,2013,8.0," Crime, Drama, Thriller"," Akshay Kumar, Anupam Kher, Manoj Bajpayee  "
34,Andaz Apna Apna,tt0109117,1994,8.0,"Action, Comedy, Romance "," Aamir Khan, Salman Khan, Raveena Tandon  "
35,OMG: Oh My God!,tt2283748,2012,8.1,"Comedy, Drama, Fantasy"," Paresh Rawal, Akshay Kumar, Mithun Chakraborty  "
36,Veer-Zaara,tt0420332,2004,7.8,"Drama, Family, Musical, Romance","Shah Rukh Khan, Preity G Zinta, Rani Mukerji  "
37,Chennai Express,tt2112124,2013,6.1,"Action, Comedy, Drama, Romance"," Deepika Padukone, Shah Rukh Khan, Nikitin Dheer  "
38,Kuch Kuch Hota Hai,tt0172684,1998,7.5,"Comedy, Drama, Musical, Romance"," Shah Rukh Khan, Kajol, Rani Mukerji  "
39,The Lunchbox,tt2350496,2013,7.8,"Drama, Romance","Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui  "
40,Jab We Met,tt1093370,2007,7.9,"Comedy, Drama, Romance"," Shahid Kapoor, Kareena Kapoor, Tarun Arora  "
41,Sanju,tt6452574,2018,7.6,"Biography, Comedy, Drama","Ranbir Kapoor, Paresh Rawal, Manisha Koirala  "
42,Kabhi Khushi Kabhie Gham...,tt0248126,2001,7.4,"Drama, Musical, Romance","Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan  "
43,Dhoom 3,tt1833673,2013,5.4," Action, Crime, Drama, Thriller"," Aamir Khan, Abhishek Bachchan, Katrina Kaif  "
44,Rab Ne Bana Di Jodi,tt1182937,2008,7.2,"Comedy, Drama, Music, Romance","Shah Rukh Khan, Anushka Sharma, Vinay Pathak  "
45,Fan,tt3495026,1992,5.2,"Comedy, Drama","Claudia Koll, Paolo Lanza, Franco Branciaroli  "
46,Udaan,tt1639426,2010,8.1,Drama,"Rajat Barmecha, Ronit Roy, Manjot Singh  "
47,"Carry On, Munna Bhai",tt0456144,2006,8.0,"Comedy, Drama, Romance"," Sanjay Dutt, Arshad Warsi, Vidya Balan  "
48,Vishwaroopam,tt2199711,2013,7.9,"Action, Thriller"," Kamal Haasan, Rahul Bose, Shekhar Kapur  "
49,Raees,tt3405236,2017,6.7,"Action, Crime, Drama","Shah Rukh Khan, Sunny Leone, Nawazuddin Siddiqui  "
50,Talaash: The Answer Lies Within,tt1787988,2012,7.2,"Crime, Drama, Mystery, Thriller"," Aamir Khan, Rani Mukerji, Kareena Kapoor  "
51,Vicky Donor,tt1787988,2012,7.8,"Comedy, Romance","Ayushmann Khurrana, Yami Gautam, Annu Kapoor  "
52,Ra.One,tt1562871,2011,4.8," Action, Adventure, Sci-Fi"," Shah Rukh Khan, Arjun Rampal, Kareena Kapoor"
53,Om Shanti Om,tt21645950,2007,6.7,"Action, Comedy, Drama, Fantasy, Musical, Roman...","Shah Rukh Khan, Arjun Rampal, Kirron Kher  "
54,Rockstar,tt1839596,2011,7.7,"Drama, Music, Romance","Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor  "
55,Devdas,tt8661814,2002,7.5," Drama, Musical, Romance","Shah Rukh Khan, Madhuri Dixit, Aishwarya Rai B...  "
56,Uri: The Surgical Strike,tt8291224,2019,8.2,"Action, Drama, History, War"," Vicky Kaushal, Paresh Rawal, Mohit Raina  "
57,Yeh Jawaani Hai Deewani,tt2178470,2013,7.2,"Comedy, Drama, Musical, Romance"," Ranbir Kapoor, Deepika Padukone, Aditya Roy Ka...  "
58,Sultan,tt4832640,2016,7.0,"Action, Drama, Romance, Sport","Salman Khan, Anushka Sharma, Randeep Hooda  "
59,Pink,tt0091790,1986,6.7,"Comedy, Drama, Romance","  Molly Ringwald, Harry Dean Stanton, Jon Cryer  "
60,Dear Zindagi,tt5946128,2016,7.4,"Drama, Romance"," Alia Bhatt, Shah Rukh Khan, Kunal Kapoor  "
61,Don,tt0461936,2013,6.5,"Comedy, Drama, Romance","Joseph Gordon-Levitt, Scarlett Johansson, Juli...  "
62,Happy New Year,tt2461132,2014,5.0,"Action, Comedy, Crime, Drama, Music"," Shah Rukh Khan, Deepika Padukone, Abhishek Bac...  "
63,Black,tt2085059,2011,8.7,"Drama, Mystery, Sci-Fi, Thriller","Wunmi Mosaku, Monica Dolan, Daniel Lapaine  "
64,English Vinglish,tt2181931,2012,7.8,"Comedy, Drama, Family","Sridevi, Adil Hussain, Mehdi Nebbou  "
65,Race 3,tt7431594,2018,1.9,"Action, Crime, Thriller"," Anil Kapoor, Salman Khan, Bobby Deol  "
66,Paan Singh Tomar,tt1620933,2012,8.2,"Action, Biography, Crime, Sport, Thriller","Irrfan Khan, Mahie Gill, Rajesh Abhay  "
67,Main Hoon Na,tt0347473,2004,7.0,"Action, Comedy, Drama, Musical, Romance, Thriller","Shah Rukh Khan, Sushmita Sen, Suniel Shetty  "
68,Dilwale,tt4535650,2015,5.1,"Action, Comedy, Drama, Romance"," Shah Rukh Khan, Kajol, Varun Dhawan "
69,M.S. Dhoni: The Untold Story,tt4169250,2016,8.0,"Biography, Drama, Sport","Sushant Singh Rajput, Kiara Advani, Anupam Kher  "
70,Fanaa,tt0439662,2006,7.1,"Action, Drama, Romance, Thriller"," Aamir Khan, Kajol, Rishi Kapoor  "
71,Bajirao Mastani,tt3735246,2015,7.2,"Action, Drama, History, Romance, War"," Ranveer Singh, Deepika Padukone, Priyanka Chop...  "
72,Jodhaa Akbar,tt0449994,2008,7.5,"Action, Drama, History, Romance, War","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood  "
73,Raanjhanaa,tt2359810,2013,7.6,"Drama, Romance","Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub  "
74,Ek Tha Tiger,tt2016894,2012,5.6,"Action, Adventure, Romance, Thriller","Salman Khan, Katrina Kaif, Girish Karnad  "
75,Talvar,tt4934950,2015,8.1,"Crime, Drama, Mystery, Thriller"," Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi  "
76,Dabangg,tt1620719,2010,6.2,"Action, Comedy, Crime"," Salman Khan, Sonakshi Sinha, Sonu Sood  "
77,Piku,tt3767372,2015,7.6,"Comedy, Drama"," Deepika Padukone, Amitabh Bachchan, Irrfan Khan  "
78,Wake Up Sid,tt1324059,2009,7.6,"Comedy, Drama, Romance","Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak  "
79,Mohabbatein,tt0213890,2000,7.0,"Drama, Musical, Romance","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra  "
80,Delhi Belly,tt1934231,2011,7.5,"Action, Comedy, Crime, Thriller"," Imran Khan, Vir Das, Kunaal Roy Kapur  "
81,Dil Se..,tt0164538,1998,7.5," Drama, Romance","Shah Rukh Khan, Manisha Koirala, Preity G Zinta  "
82,Kai Po Che,tt2213054,2013,7.8,"Drama, Sport"," Sushant Singh Rajput, Rajkummar Rao, Amit Sadh  "
83,Aashiqui 2,tt2203308,2013,7.1," Drama, Music, Musical, Romance","Aditya Roy Kapoor, Shraddha Kapoor, Shaad Rand...  "
84,Padmaavat,tt5935704,2018,7.1,"Drama, History, Romance, War","Deepika Padukone, Ranveer Singh, Shahid Kapoor  "
85,Tanu Weds Manu Returns,tt2140465,2015,7.6,"Comedy, Drama, Romance"," Kangana Ranaut, Madhavan, Jimmy Shergill  "
86,Baazigar,tt0106333,1993,7.6,"Crime, Drama, Musical, Romance, Thriller"," Shah Rukh Khan, Kajol, Dalip Tahil  "
87,Highway,tt2980794,1984,6.8,"Drama, Fantasy","Michael Landon, Victor French, James Troesh  "
88,Udta Punjab,tt4434004,2016,7.7,"Action, Crime, Drama"," Shahid Kapoor, Alia Bhatt, Kareena Kapoor  "
89,Anand,tt0066763,1971,8.1,"Drama, Musical","Rajesh Khanna, Amitabh Bachchan, Sumita Sanyal  "
90,Holiday,tt0457939,2006,6.9,"Comedy, Romance "," Cameron Diaz, Kate Winslet, Jude Law  "
91,Sarfarosh,tt0200087,1999,8.1,"Action, Crime, Drama, Thriller"," Naseeruddin Shah, Aamir Khan, Sonali Bendre  "
92,Kaabil,tt5460276,2017,7.1,"Action, Crime, Drama, Romance, Thriller"," Hrithik Roshan, Yami Gautam, Ronit Roy  "
93,Stree,tt8108202,2018,7.5,"Comedy, Horror"," Ashish Chhipa, Rajkummar Rao, Shraddha Kapoor  "
94,Gully Boy,tt2395469,2019,7.9,"Drama, Music, Romance ","Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi  "
95,Kick,tt2372222,2010,7.6,"Action, Comedy, Crime","Aaron Taylor-Johnson, Garrett M. Brown, Clark ...  "
96,2 States,tt2372678,2014,6.9,"Comedy, Drama, Romance","Arjun Kapoor, Alia Bhatt, Amrita Singh"
97,Dhoom 2,tt0441048,2006,6.5,"Action, Crime, Thriller","Hrithik Roshan, Abhishek Bachchan, Aishwarya R...  "
98,Badhaai Ho,tt11934846,2018,7.9,"Comedy, Drama","Ayushmann Khurrana, Neena Gupta, Gajraj Rao  "
99,Zero,tt1790885,2012,7.4,"Drama, History, Thriller","Jason Clarke, Reda Kateb, Jessica Chastain  "
100,Gabbar Is Back,tt2424988,2015,7.0,"Action, Crime, Drama","Akshay Kumar, Shruti Haasan, Kareena Kapoor  "
101,Madras Cafe,tt2855648,2013,7.6,"Action, Drama, Thriller"," John Abraham, Nargis Fakhri, Raashi Khanna  "
102,Darr,tt0109555,1993,7.6,"Action, Drama, Romance, Thriller","Juhi Chawla, Sunny Deol, Shah Rukh Khan  "
103,Agneepath,tt1849718,2012,6.9,"Action, Crime, Drama"," Hrithik Roshan, Priyanka Chopra Jonas, Sanjay ...  "
104,Rustom,tt5165344,2016,7.0,"Crime, Drama, Thriller","Akshay Kumar, Ileana D'Cruz, Arjan Bajwa  "
105,Bodyguard,tt1729637,2018,8.1,"Crime, Drama, Thriller","Richard Madden, Sophie Rundle, Vincent Franklin  "
106,Kapoor & Sons,tt4900716,2016,7.7,"Comedy, Drama, Family, Romance"," Rishi Kapoor, Rajat Kapoor, Ratna Pathak Shah  "
107,Khosla Ka Ghosla!,tt0466460,2006,8.2," Comedy, Crime, Drama"," Anupam Kher, Boman Irani, Parvin Dabas  "
108,Kabir Singh,tt8983202,2019,7.0,"Action, Drama, Romance "," Shahid Kapoor, Kiara Advani, Nikita Dutta  "
109,Chitty Chitty Bang Bang,tt0062803,1968,6.9," Adventure, Family, Fantasy, Musical","Dick Van Dyke, Sally Ann Howes, Lionel Jeffries  "
110,Guru,tt0499375,2007,7.7,Drama,"Mithun Chakraborty, Abhishek Bachchan, Aishwar...  "
111,Raazi,tt7098658,2018,7.7,"Action, Drama, Thriller"," Alia Bhatt, Vicky Kaushal, Rajit Kapoor  "
112,Jo Jeeta Wohi Sikandar,tt0104561,1992,8.1,"Comedy, Drama, Romance, Sport"," Aamir Khan, Ayesha Jhulka, Deepak Tijori  "
113,Badlapur,tt3678782,2015,7.4,"Action, Crime, Drama, Thriller"," Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam"
114,Masaan,tt4635372,2015,8.1,Drama,"Richa Chadha, Sanjay Mishra, Vicky Kaushal  "
115,Namastey London,tt0795434,2007,7.1,"Comedy, Drama, Romance"," Akshay Kumar, Katrina Kaif, Rishi Kapoor  "
116,Tiger Zinda Hai,tt5956100,2017,5.9,"Action, Adventure, Thriller","Salman Khan, Katrina Kaif, Anupriya Goenka  "
117,Rock On!!,tt1230165,2008,7.7,"Drama, Music"," Arjun Rampal, Farhan Akhtar, Luke Kenny  "
118,Bhool Bhulaiyaa,tt0995031,2007,7.4,"Comedy, Horror, Mystery, Thriller"," Akshay Kumar, Vidya Balan, Shiney Ahuja  "
119,Koi... Mil Gaya,tt0254481,2003,7.1,"Action, Drama, Fantasy, Romance, Sci-Fi"," Rekha, Hrithik Roshan, Preity G Zinta  "
120,Dil To Pagal Hai,tt0118983,1997,7.0,"Comedy, Drama, Musical, Romance","Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor  "
121,Neerja,tt5286444,2016,7.6,"Biography, Drama, Thriller","Sonam Kapoor, Shabana Azmi, Yogendra Tikku  "
122,Ae Dil Hai Mushkil,tt4559006,2016,5.8,"Drama, Music, Musical, Romance","Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka...  "
123,Lakshya,tt0323013,2004,7.8,"Action, Drama, Romance, War","Hrithik Roshan, Preity G Zinta, Amitabh Bachchan  "
124,Pyaar Ka Punchnama,tt1926313,2011,7.6,"Comedy, Drama, Romance","Kartik Aaryan, Ashish Chhipa, Raayo S. Bakhirta  "
125,Hindi Medium,tt5764096,2017,7.8,"Comedy, Drama"," Irrfan Khan, Saba Qamar, Dishita Sehgal  "
126,Parmanu: The Story of Pokhran,tt6826438,2018,7.6,"Action, Drama, History","John Abraham, Boman Irani, Diana Penty  "
127,The Namesake,tt0433416,2006,7.5,Drama," Kal Penn, Tabu, Irrfan Khan  "
128,Secret Superstar,tt6108090,2017,7.8,"Drama, Music"," Zaira Wasim, Meher Vij, Raj Arjun "
129,Omkara,tt0488414,2006,8.0,"Action, Crime, Drama, Thriller"," Ajay Devgn, Kareena Kapoor, Saif Ali Khan  "
130,"The Good, the Bad and the Ugly",tt0060196,2015,7.5,"Short, Action, Fantasy, Sci-Fi, Western","Troy Manning, Wolfgang Moser, Joe Palermo  "
131,Hum Aapke Hain Koun..!,tt0110076,1994,7.5,"Comedy, Drama, Musical, Romance","Madhuri Dixit, Salman Khan, Mohnish Behl  "
132,Sonu Ke Titu Ki Sweety,tt7581902,2018,7.1,"Comedy, Romance ","Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh  "
133,Wanted,tt1084972,2020,6.9,"Action, Crime, Drama, Mystery, Thriller","Roxy Sternberg, Keisha Castle-Hughes, Alexa Da...  "
134,Jab Harry Met Sejal,tt5997666,2017,5.1,"Comedy, Drama, Romance","Shah Rukh Khan, Anushka Sharma, Björn Freiberg  "
135,RamLeela,tt5365246,2015,5.9,"Comedy, Drama","Chiranjeevi Sarja, Amulya, Urvashi  "
136,Kabhi Alvida Naa Kehna,tt0449999,2006,6.0,"Drama, Romance","Amitabh Bachchan, Shah Rukh Khan, Abhishek Bac...  "
137,Rocket Singh: Salesman of the Year,tt1434447,2009,7.5,"Comedy, Drama","Ranbir Kapoor, Prem Chopra, Mukesh S. Bhatt  "
138,Black Friday,tt11649338,2021,4.7,"Comedy, Horror","Devon Sawa, Ivana Baquero, Ryan Lee  "
139,Dhoom,tt0422091,2004,6.6,"Action, Crime, Drama, Thriller","Abhishek Bachchan, John Abraham, Uday Chopra  "
140,Manjhi: The Mountain Man,tt3449292,2015,8.0,"Biography, Drama","Nawazuddin Siddiqui, Radhika Apte, Ashutosh Ac...  "
141,Krrish,tt0432637,2006,6.4,"Action, Adventure, Sci-Fi","Hrithik Roshan, Priyanka Chopra Jonas, Rekha  "
142,Tumbbad,tt8239946,2018,8.2,"Drama, Fantasy, Horror, Thriller ","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar  "
143,Kabhi Haan Kabhi Naa,tt0110222,1994,7.6,"Comedy, Drama, Music, Musical, Romance","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepa...  "
144,Prem Ratan Dhan Payo,tt3595298,2015,4.4,"Action, Drama, Musical, Romance","Salman Khan, Sonam Kapoor, Neil Nitin Mukesh  "
145,Gol Maal,tt0079221,1979,8.5,"Comedy, Romance","Amol Palekar, Bindiya Goswami, Deven Verma  "
146,Welcome,tt26653824,2013,6.1,"Action, Crime, Thriller","James McAvoy, Mark Strong, Andrea Riseborough  "
147,Thugs of Hindostan,tt5970844,2018,4.0,"Action, Adventure","Aamir Khan, Amitabh Bachchan, Lloyd Owen  "
148,Guzaarish,tt1438298,2010,7.4,"Drama, Romance","Hrithik Roshan, Aishwarya Rai Bachchan, Sherna...  "
149,Hum Dil De Chuke Sanam,tt0150992,1999,7.4," Comedy, Drama, Musical, Romance","Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn  "
150,Jai Ho,tt1188982,2014,5.0,"Action, Drama","Salman Khan, Daisy Shah, Tabu  "
151,Simmba,tt7212726,2018,5.5,"Action, Crime, Drama","Ranveen Singh, Sara Ali Khan, Sonu Sood"
152,Toilet: A Love Story,tt5785170,2017,7.2,"Comedy, Drama, Romance ","Akshay Kumar, Bhumi Pednekar, Anupam Kher"
153,Dum Laga Ke Haisha,tt3495030,2015,7.5,"Comedy, Drama, Romance","Bhumi pednekar, Ayushmann Khurrana, Sanjay Mishra"
154,Kaminey,tt1274295,2009,7.4,"Action, Crime, Drama, Thriller","Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukh...  "
155,Baadshah,tt0211934,1999,6.8,"Action, Comedy, Crime, Romance, Thriller","Shah Rukh Khan, Twinkle Khanna, Amrish Puri  "
156,Badla,tt0357459,2019,7.7,"Crime, Drama, Mystery, Thriller","Amitabh Bachchan, Taapsee Pannu, Antonio Aakeel "
157,In Your Name,tt0374271,2003,7.2,"Action, Drama, Romance","Salman Khan, Bhoomika Chawla, Sachin Khedekar  "
158,Once Upon a Time in Mumbaai,tt1395054,2010,7.4,"Action, Crime, Drama, Romance"," Ajay Devgn, Emraan Hashmi, Kangana Ranaut  "
159,Jolly LLB,tt2621000,2013,7.5,"Comedy, Crime, Drama","Arshad Warsi, Amrita Rao, Boman Irani  "
160,Oye Lucky! Lucky Oye!,tt1292703,2008,7.7,"Comedy, Crime, Drama","Abhay Deol, Paresh Rawal, Nitu Chandra  "
161,The Villain,tt3175038,1979,5.3,"Comedy, Western ","Kirk Douglas, Ann-Margret, Arnold Schwarzenegger  "
162,Seeking True Love,tt6967980,2017,7.5,"Comedy, Romance","Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao "
163,Iqbal,tt0453729,2005,8.1,"Drama, Sport"," Shreyas Talpade, Naseeruddin Shah, Shweta Basu...  "
164,Sarkar,tt7715202,2018,6.7,"Action, Drama","Joseph Vijay, Varalaxmi Sarathkumar, Yogi Babu  "
